,Unnamed: 0,函数,稀疏性,运算,接口,时间(s),精度,时间bt,精度bt,时间比,精度比,Issue,Type
23,15,rdivide,scalar./sparse,s./M,,Error,Error,Error,Error,,,err,consist
24,16,rdivide,scalar./sparse,s./Col,,0.003976,  0,0.007287,0,0.5456292026897214,,good,consist
25,17,rdivide,scalar./sparse,s./Row,,0.003932,  0,0.011299,0,0.34799539782281613,,good,consist
26,18,rdivide,sparse./dense,M./Col,,TIME_OUT,TIME_OUT,Error,Error,,,bt_err,INconsist
27,19,rdivide,sparse./dense,M./Row,,0.071673,  0,Error,Error,,,bt_err,INconsist
28,20,rdivide,sparse./scalar,M./s,,0.016429,  0,Error,Error,,,bt_err,INconsist
29,21,rdivide,sparse./dense,Col./Col,,0.004595,  0,0.009159,0,0.5016923244895731,,good,consist
30,22,rdivide,sparse./dense,Col./Row,,Error,Error,Error,Error,,,err,consist
31,23,rdivide,sparse./scalar,Col./s,,0.004046,  0,0.008373,0,0.4832198734026036,,good,consist
32,24,rdivide,sparse./dense,Row./Col,,Error,Error,Error,Error,,,err,consist
33,25,rdivide,sparse./dense,Row./Row,,0.004877,  0,0.013201,0,0.36944170896144235,,good,consist
34,26,rdivide,sparse./scalar,Row./s,,0.004817,  0,0.009835,0,0.48978139298423995,,good,consist
35,0,spalloc,,,mxn>nzmax,0.009856,Error,0.016201,Error,0.6083575087957533,,good,consist
36,1,spalloc,,,mxn=nzmax,0.002403,Error,0.000230,Error,10.447826086956523,,good,consist
37,2,spalloc,,,mxn<nzmax,0.002374,Error,0.031821,Error,0.07460482071587946,,good,consist
38,0,svd,sparse,M,E=svd(A),Error,Error,0.287687,Error,,,mt_err,INconsist
39,1,svd,sparse,M,"[U,S,V]=svd(A)",Error,Error,0.073347,Error,,,mt_err,INconsist
40,2,svd,sparse,M,"[U,S,V]=svd(A,'econ')",Error,Error,0.076787,Error,,,mt_err,INconsist
41,3,svd,sparse,M,"[U,S,V]=svd(A,0)",Error,Error,0.074757,Error,,,mt_err,INconsist
42,4,svd,dense,Col,E=svd(A),0.023808,Error,Error,Error,,,bt_err,INconsist
43,5,svd,sparse,Col,E=svd(A),Error,Error,0.512856,Error,,,mt_err,INconsist
44,6,svd,dense,Col,"[U,S,V]=svd(A)",Error,Error,Error,Error,,,err,consist
45,7,svd,sparse,Col,"[U,S,V]=svd(A)",Error,Error,0.071800,  6.052412488670664e-12,,,mt_err,INconsist
46,8,svd,dense,Col,"[U,S,V]=svd(A,'econ')",0.018657,  2.480765796237204e-12,0.064901,  7.211663701988899e-12,0.2874686060307237,0.34399354972043916,good,consist
47,9,svd,sparse,Col,"[U,S,V]=svd(A,'econ')",Error,Error,0.073614,  6.052412488670664e-12,,,mt_err,INconsist
48,10,svd,dense,Col,"[U,S,V]=svd(A,0)",0.012543,  2.480765796237204e-12,0.008152,  7.211663701988899e-12,1.538640824337586,0.34399354972043916,good,consist
49,11,svd,sparse,Col,"[U,S,V]=svd(A,0)",Error,Error,0.104996,  6.052412488670664e-12,,,mt_err,INconsist
50,12,svd,dense,Row,E=svd(A),0.011304,Error,Error,Error,,,bt_err,INconsist
51,13,svd,sparse,Row,E=svd(A),Error,Error,0.075373,Error,,,mt_err,INconsist
52,14,svd,dense,Row,"[U,S,V]=svd(A)",Error,Error,Error,Error,,,err,consist
53,15,svd,sparse,Row,"[U,S,V]=svd(A)",Error,Error,0.060385,  7.028970448695322e-12,,,mt_err,INconsist
54,16,svd,dense,Row,"[U,S,V]=svd(A,'econ')",0.013878,  2.480765796237204e-12,0.009760,  7.211663701988899e-12,1.4219262295081967,0.34399354972043916,good,consist
55,17,svd,sparse,Row,"[U,S,V]=svd(A,'econ')",Error,Error,0.072640,  7.028970448695322e-12,,,mt_err,INconsist
56,18,svd,dense,Row,"[U,S,V]=svd(A,0)",Error,Error,Error,Error,,,err,consist
57,19,svd,sparse,Row,"[U,S,V]=svd(A,0)",Error,Error,0.081164,  7.028970448695322e-12,,,mt_err,INconsist
58,0,svds,sparse,M,E=svds(A),4.346872,Error,0.072624,Error,59.85448336638027,,good,consist
59,1,svds,sparse,M,"[U,S,V]=svds(A)",4.204803,Error,0.059923,Error,70.1701016304257,,good,consist
60,2,svds,sparse,M,"[U,S,V]=svds(A,10)",1.758981,Error,0.069952,Error,25.14554265782251,,good,consist
61,3,svds,dense,Col,E=svds(A),0.088855,Error,Error,Error,,,bt_err,INconsist
62,4,svds,sparse,Col,E=svds(A),0.113991,Error,0.072340,Error,1.5757672103953553,,good,consist
63,5,svds,dense,Col,"[U,S,V]=svds(A)",0.091129,  2.480765796237204e-12,Error,Error,,,bt_err,INconsist
64,6,svds,sparse,Col,"[U,S,V]=svds(A)",0.101755,  2.933167692563930e-12,0.069979,  6.052412488670664e-12,1.4540790808671173,0.4846278567520707,good,consist
65,7,svds,dense,Col,"[U,S,V]=svds(A,10)",0.098834,  2.480765796237204e-12,Error,Error,,,bt_err,INconsist
66,8,svds,sparse,Col,"[U,S,V]=svds(A,10)",0.110143,  2.933167692563930e-12,0.070109,  6.052412488670664e-12,1.5710251180304953,0.4846278567520707,good,consist
67,9,svds,dense,Row,E=svds(A),0.092716,Error,Error,Error,,,bt_err,INconsist
68,10,svds,sparse,Row,E=svds(A),0.114295,Error,0.073323,Error,1.5587878291941137,,good,consist
69,11,svds,dense,Row,"[U,S,V]=svds(A)",0.103902,  2.480765796237204e-12,Error,Error,,,bt_err,INconsist
70,12,svds,sparse,Row,"[U,S,V]=svds(A)",0.112289,  2.933167692563930e-12,0.070158,  7.028970448695322e-12,1.600515978220588,0.41729691623733717,good,consist
71,13,svds,dense,Row,"[U,S,V]=svds(A,10)",0.097790,  2.480765796237204e-12,Error,Error,,,bt_err,INconsist
72,14,svds,sparse,Row,"[U,S,V]=svds(A,10)",0.107753,  2.933167692563930e-12,0.060434,  7.028970448695322e-12,1.782986398385015,0.41729691623733717,good,consist
0,0,symamd,sparse,M,P=symamd(S),0.169804,Error,0.973718,Error,0.17438724558855845,,good,consist
1,1,symamd,sparse,M,"[P,stats]=symamd(S,[10,0])",0.134908,Error,0.914057,Error,0.1475925461978848,,good,consist
2,2,symamd,sparse,M,"[P,stats]=symamd(S,[10,1])",0.132492,Error,0.905770,Error,0.14627554456429334,,good,consist
3,0,symbfact,dense,M,count=symbfact(A),0.030848,Error,0.158674,Error,0.1944111826764309,,good,consist
4,1,symbfact,sparse,M,count=symbfact(A),0.028991,Error,0.141418,Error,0.2050021920830446,,good,consist
5,2,symbfact,dense,M,"count=symbfact(A,'sym')",0.030095,Error,0.145973,Error,0.2061682639940263,,good,consist
6,3,symbfact,sparse,M,"count=symbfact(A,'sym')",0.028122,Error,0.156127,Error,0.18012259250481982,,good,consist
7,4,symbfact,dense,M,"count=symbfact(A,'col')",0.035132,Error,0.174238,Error,0.20163225014061223,,good,consist
